"academic_rank","thai_db_name","scopus_name","thai_affiliation","eng_affiliation","field","citation_count","doc_count","cited_by_count","h_index","co_author_count","highest_edu","employment_type","field_group","funded_by","missing_scopus","rank_i","passed"
"asso_prof","ดร. สุรีรัตน์ ผลศิลป์","Sureerat Polsilapa","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","วิศวกรรมวัสดุ",91,20,44,6,34,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,0
"asso_prof","ดร. สุรเชษฐ์ ชุติมา","Surachate Chutima","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","วิศวกรรมเครื่องกล",166,16,160,5,22,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุรไกร เพิ่มคำ","Surakrai Permkam","มหาวิทยาลัยสงขลานครินทร์","Prince of Songkla University","กีฏวิทยา",81,10,76,6,15,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุวบุญ จิรชาญชัย","Suwabun Chirachanchai","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","วิศวกรรมพอลิเมอร์",2994,143,2367,31,177,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,1,1
"asso_prof","ดร. สุวรรณ ธีระวรพันธ์","Suwan Siriphaisarnpipat Thirawarapan","มหาวิทยาลัยมหิดล","Mahidol University","เภสัชศาสตร์",557,31,478,13,61,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","ดร. สุวรรณ ไชยสิทธิ์","Suwan Chaiyasith","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","เคมีวิเคราะห์",83,10,81,5,17,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","ดร. สุวรรณา จันทร์ประเสริฐ","Suwanna Junprasert","มหาวิทยาลัยบูรพา","Burapha University","การพยาบาลชุมชน",184,2,183,1,6,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุวรรณา ประณีตวตกุล","Suwanna Praneetvatakul","มหาวิทยาลัยเกษตรศาสตร์","Kasetsart University","เศรษฐศาสตร์เกษตร",149,15,139,6,34,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","social_science","gov_university",FALSE,1,0
"asso_prof","ดร. สุวรรณา สถาอานันท์","Suwanna Satha-Anand","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","ปรัชญา",29,4,29,1,0,"ปริญญาเอก","ข้าราชการ","liberal_arts","government",FALSE,1,0
"asso_prof","ดร. สุวรรณี พุทธิศรี","Suwannee Putthisri","มหาวิทยาลัยมหิดล","Mahidol University","จิตเวชศาสตร์",14,5,12,2,14,"ปริญญาเอก","ข้าราชการ","medicine","government",FALSE,1,0
"asso_prof","ดร. สุวรรณี ลัภนะพรลาภ","Suwannee Luppanapornlarp","มหาวิทยาลัยมหิดล","Mahidol University","ทันตกรรมจัดฟัน",252,10,243,5,24,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"asso_prof","ดร. สุวริทร์ บำรุงสุข","Suvarin Bumroongsook","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","King Mongkut's Institute of Technology Ladkrabang","-",19,11,19,1,7,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","unknown","gov_university",FALSE,1,0
"asso_prof","ดร. สุวลักษณ์ สาธุมนัสพันธุ์","Suvaluck Satumanatpan","มหาวิทยาลัยมหิดล","Mahidol University","เทคโนโลยีการบริหารสิ่งแวดล้อม",156,14,137,6,34,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","natural_science","gov_university",FALSE,1,0
"asso_prof","ดร. สุวัจฉรา เปี่ยมญาติ","Suwatchara Piemyat","มหาวิทยาลัยธรรมศาสตร์","Thammasart University","สังคมสงเคราะห์ทางการศึกษา",178,6,143,4,10,"ปริญญาเอก","ต่ออายุราชการ","liberal_arts","government",FALSE,1,1
"prof","ดร. สุวัจน์ ธัญรส","Suwat Tanyaros","มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย","Rajamangala University of Technology Srivijaya","วิทยาศาสตร์ทางทะเล",45,23,39,3,35,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,3,0
"asso_prof","ดร. สุวัฒณี คุปติวุฒิ","Suwattanee Kooptiwut","มหาวิทยาลัยมหิดล","Mahidol University","สรีรวิทยา",535,27,498,11,103,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,1
"asso_prof","ดร. สุวัฒนา จุฬาวัฒนทล","Montri Chulavatnatol","มหาวิทยาลัยมหิดล","Mahidol University","เภสัชกรรม",430,36,378,13,23,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","medicine","gov_university",FALSE,1,1
"prof","ดร. สุวัฒน์ กุลธนปรีดา","Suwat Kuntanapreeda","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ","King Mongkut's University of Technology North Bangkok","วิศวกรรมเครื่องกล",668,59,597,14,45,"ปริญญาเอก","พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)","engineering","gov_university",FALSE,3,0
"asso_prof","ดร. สุวัฒน์ ธีระพงษ์ธนากร","Suwat Terapongtanakorn","มหาวิทยาลัยอุบลราชธานี","Ubon Ratchathani University","พืชไร่",3,3,3,1,6,"ปริญญาเอก","ข้าราชการ","natural_science","government",FALSE,1,0
"asso_prof","ดร. สุวัสสา พงษ์อำไพ","Suwassa Pongamphai","มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี","King Mongkut’s University of Technology Thonburi","วิศวกรรมเคมี",332,14,319,8,23,"ปริญญาเอก","ข้าราชการ","engineering","government",FALSE,1,0
"asso_prof","ดร. สุวาณี สุรเสียงสังข์","Suwanee Surasiengsunk","จุฬาลงกรณ์มหาวิทยาลัย","Chulalongkorn University","การประกันภัย",53,3,53,2,11,"ปริญญาเอก","ข้าราชการ","social_science","government",FALSE,1,0
